-------------------------------
angle,output,Kp,Ki,Kd
0.03,-0.32,10.23,0.0,0.0
0.03,-0.35,10.23,0.0,0.0
0.02,-0.19,10.23,0.0,0.0
0.01,-0.05,10.23,0.0,0.0
-0.01,0.07,10.23,0.0,0.0
0.01,-0.06,10.23,0.0,0.0
0.01,-0.11,10.23,0.0,0.0
0.01,-0.1,10.23,0.0,0.0
0.01,-0.15,10.22,0.0,0.0
0.02,-0.25,10.23,0.0,0.0
0.03,-0.29,10.23,0.0,0.0
0.03,-0.26,10.23,0.0,0.0
0.02,-0.17,10.23,0.0,0.0
0.02,-0.16,10.23,0.0,0.0
0.02,-0.2,10.23,0.0,0.0
0.02,-0.18,10.23,0.0,0.0
0.02,-0.16,10.23,0.0,0.0
0.01,-0.15,10.22,0.0,0.0
0.0,-0.01,10.23,0.0,0.0
-0.0,0.05,10.23,0.0,0.0
-0.02,0.16,10.23,0.0,0.0
-0.01,0.09,10.23,0.0,0.0
-0.0,0.02,10.23,0.0,0.0
-0.01,0.08,10.23,0.0,0.0
-0.0,0.01,10.23,0.0,0.0
-0.0,0.01,10.23,0.0,0.0
0.01,-0.05,10.23,0.0,0.0
0.02,-0.17,10.23,0.0,0.0
0.01,-0.09,10.23,0.0,0.0
0.01,-0.08,10.23,0.0,0.0
-0.0,0.05,10.23,0.0,0.0
0.01,-0.08,10.23,0.0,0.0
0.01,-0.07,10.22,0.0,0.0
0.01,-0.12,10.23,0.0,0.0
-0.0,0.01,10.23,0.0,0.0
-0.0,0.01,10.23,0.0,0.0
-0.0,0.01,10.23,0.0,0.0
-0.0,0.01,10.23,0.0,0.0
0.01,-0.05,10.23,0.0,0.0
0.01,-0.11,10.23,0.0,0.0
0.01,-0.1,10.23,0.0,0.0
0.02,-0.21,10.23,0.0,0.0
0.02,-0.19,10.23,0.0,0.0
0.02,-0.17,10.23,0.0,0.0
0.01,-0.15,10.23,0.0,0.0
0.01,-0.08,10.23,0.0,0.0
0.02,-0.25,10.23,0.0,0.0
0.02,-0.22,10.23,0.0,0.0
0.01,-0.14,10.23,0.0,0.0
0.01,-0.13,10.23,0.0,0.0
-0.0,0.01,10.23,0.0,0.0
0.01,-0.05,10.22,0.0,0.0
-0.0,0.01,10.23,0.0,0.0
-0.0,0.01,10.23,0.0,0.0
-0.01,0.13,10.23,0.0,0.0
0.01,-0.06,10.23,0.0,0.0
0.01,-0.12,10.22,0.0,0.0
0.0,-0.05,10.23,0.0,0.0
-0.01,0.08,10.22,0.0,0.0
-0.01,0.07,10.23,0.0,0.0
-0.01,0.12,10.23,0.0,0.0
-0.01,0.11,10.23,0.0,0.0
-0.0,0.04,10.23,0.0,0.0
-0.02,0.22,10.23,0.0,0.0
-0.0,0.01,10.23,0.0,0.0
0.01,-0.11,10.23,0.0,0.0
0.02,-0.22,10.23,0.0,0.0
0.0,-0.01,10.23,0.0,0.0
0.0,-0.01,10.23,0.0,0.0
-0.0,0.05,10.23,0.0,0.0
-0.01,0.1,10.23,0.0,0.0
0.0,-0.03,10.23,0.0,0.0
0.0,-0.02,10.23,0.0,0.0
0.01,-0.08,10.23,0.0,0.0
0.01,-0.07,10.23,0.0,0.0
0.01,-0.07,10.23,0.0,0.0
0.01,-0.06,10.23,0.0,0.0
-0.0,0.01,10.23,0.0,0.0
-0.0,0.01,10.23,0.0,0.0
-0.01,0.12,10.23,0.0,0.0
-0.02,0.17,10.23,0.0,0.0
-0.02,0.22,10.23,0.0,0.0
-0.01,0.13,10.23,0.0,0.0
-0.01,0.06,10.23,0.0,0.0
-0.01,0.11,10.23,0.0,0.0
0.01,-0.08,10.23,0.0,0.0
-0.01,0.05,10.23,0.0,0.0
-0.01,0.11,10.23,0.0,0.0
0.01,-0.14,10.23,0.0,0.0
0.01,-0.13,10.23,0.0,0.0
0.01,-0.06,10.23,0.0,0.0
0.0,-0.05,10.23,0.0,0.0
-0.01,0.07,10.23,0.0,0.0
-0.0,0.01,10.23,0.0,0.0
0.01,-0.11,10.23,0.0,0.0
0.0,-0.04,10.22,0.0,0.0
0.02,-0.22,10.23,0.0,0.0
0.03,-0.26,10.23,0.0,0.0
0.02,-0.17,10.23,0.0,0.0
0.02,-0.21,10.22,0.0,0.0
0.03,-0.31,10.23,0.0,0.0
0.03,-0.28,10.23,0.0,0.0
0.02,-0.19,10.23,0.0,0.0
0.02,-0.23,10.23,0.0,0.0
0.01,-0.15,10.23,0.0,0.0
0.02,-0.25,10.23,0.0,0.0
0.02,-0.23,10.23,0.0,0.0
0.02,-0.21,10.23,0.0,0.0
0.02,-0.19,10.23,0.0,0.0
0.02,-0.23,10.22,0.0,0.0
0.01,-0.08,10.23,0.0,0.0
0.01,-0.08,10.23,0.0,0.0
0.01,-0.07,10.23,0.0,0.0
-0.01,0.06,10.23,0.0,0.0
0.0,-0.01,10.23,0.0,0.0
0.0,-0.01,10.23,0.0,0.0
-0.01,0.05,10.23,0.0,0.0
-0.0,0.05,10.23,0.0,0.0
-0.0,0.04,10.23,0.0,0.0
-0.0,0.04,10.23,0.0,0.0
0.0,-0.02,10.23,0.0,0.0
0.0,-0.02,10.23,0.0,0.0
0.0,-0.02,10.23,0.0,0.0
0.01,-0.08,10.23,0.0,0.0
0.0,-0.01,10.23,0.0,0.0
0.01,-0.13,10.23,0.0,0.0
0.01,-0.12,10.22,0.0,0.0
0.02,-0.16,10.23,0.0,0.0
0.01,-0.15,10.23,0.0,0.0
0.02,-0.25,10.23,0.0,0.0
0.02,-0.23,10.23,0.0,0.0
0.01,-0.14,10.23,0.0,0.0
0.02,-0.19,10.23,0.0,0.0
0.02,-0.17,10.23,0.0,0.0
0.02,-0.15,10.23,0.0,0.0
0.0,-0.02,10.23,0.0,0.0
-0.0,0.04,10.23,0.0,0.0
-0.01,0.1,10.23,0.0,0.0
-0.01,0.09,10.23,0.0,0.0
0.0,-0.04,10.23,0.0,0.0
0.0,-0.04,10.23,0.0,0.0
0.0,-0.03,10.23,0.0,0.0
-0.0,0.03,10.23,0.0,0.0
0.02,-0.15,10.23,0.0,0.0
0.02,-0.2,10.23,0.0,0.0
0.02,-0.24,10.23,0.0,0.0
0.02,-0.15,10.22,0.0,0.0
0.02,-0.2,10.23,0.0,0.0
0.02,-0.18,10.23,0.0,0.0
0.02,-0.22,10.23,0.0,0.0
0.03,-0.26,10.23,0.0,0.0
0.02,-0.23,10.23,0.0,0.0
0.01,-0.15,10.23,0.0,0.0
0.0,-0.01,10.23,0.0,0.0
0.01,-0.07,10.23,0.0,0.0
0.01,-0.07,10.23,0.0,0.0
0.01,-0.12,10.22,0.0,0.0
0.01,-0.11,10.23,0.0,0.0
0.02,-0.22,10.23,0.0,0.0
0.02,-0.25,10.23,0.0,0.0
0.03,-0.29,10.23,0.0,0.0
0.03,-0.26,10.23,0.0,0.0
0.02,-0.17,10.23,0.0,0.0
0.02,-0.16,10.23,0.0,0.0
0.02,-0.2,10.23,0.0,0.0
0.02,-0.18,10.23,0.0,0.0
0.01,-0.1,10.22,0.0,0.0
0.02,-0.21,10.23,0.0,0.0
0.02,-0.19,10.23,0.0,0.0
0.03,-0.29,10.23,0.0,0.0
0.02,-0.2,10.23,0.0,0.0
0.02,-0.18,10.23,0.0,0.0
0.02,-0.22,10.23,0.0,0.0
0.04,-0.38,10.23,0.0,0.0
0.03,-0.28,10.23,0.0,0.0
0.02,-0.19,10.22,0.0,0.0
0.03,-0.3,10.23,0.0,0.0
0.03,-0.33,10.23,0.0,0.0
0.03,-0.35,10.23,0.0,0.0
0.04,-0.38,10.23,0.0,0.0
0.02,-0.22,10.23,0.0,0.0
0.03,-0.32,10.23,0.0,0.0
0.03,-0.35,10.23,0.0,0.0
0.02,-0.19,10.22,0.0,0.0
0.02,-0.17,10.23,0.0,0.0
0.01,-0.1,10.23,0.0,0.0
0.01,-0.09,10.23,0.0,0.0
0.01,-0.08,10.23,0.0,0.0
0.01,-0.07,10.23,0.0,0.0
-0.01,0.06,10.23,0.0,0.0
0.0,-0.01,10.23,0.0,0.0
0.01,-0.07,10.23,0.0,0.0
0.01,-0.06,10.23,0.0,0.0
-0.01,0.07,10.23,0.0,0.0
-0.01,0.12,10.23,0.0,0.0
0.0,-0.01,10.23,0.0,0.0
-0.01,0.11,10.23,0.0,0.0
-0.01,0.1,10.23,0.0,0.0
-0.0,0.03,10.23,0.0,0.0
-0.01,0.14,10.23,0.0,0.0
-0.02,0.25,10.22,0.0,0.0
-0.01,0.11,10.23,0.0,0.0
-0.02,0.21,10.23,0.0,0.0
-0.01,0.13,10.23,0.0,0.0
-0.01,0.06,10.23,0.0,0.0
0.0,-0.01,10.23,0.0,0.0
-0.01,0.05,10.23,0.0,0.0
-0.0,0.05,10.23,0.0,0.0
-0.01,0.1,10.23,0.0,0.0
-0.01,0.09,10.23,0.0,0.0
-0.01,0.08,10.23,0.0,0.0
-0.01,0.14,10.23,0.0,0.0
-0.01,0.06,10.23,0.0,0.0
-0.01,0.06,10.23,0.0,0.0
-0.0,0.05,10.23,0.0,0.0
-0.0,0.05,10.23,0.0,0.0
-0.0,0.04,10.23,0.0,0.0
-0.02,0.16,10.23,0.0,0.0
-0.01,0.08,10.23,0.0,0.0
-0.0,0.01,10.23,0.0,0.0
0.0,-0.05,10.23,0.0,0.0
0.0,-0.04,10.23,0.0,0.0
0.02,-0.22,10.23,0.0,0.0
0.04,-0.38,10.23,0.0,0.0
0.03,-0.34,10.23,0.0,0.0
0.03,-0.3,10.23,0.0,0.0
0.04,-0.4,10.23,0.0,0.0
0.03,-0.3,10.23,0.0,0.0
0.03,-0.33,10.23,0.0,0.0
0.02,-0.23,10.23,0.0,0.0
0.03,-0.33,10.23,0.0,0.0
0.02,-0.24,10.22,0.0,0.0
0.03,-0.33,10.23,0.0,0.0
0.02,-0.18,10.23,0.0,0.0
0.0,-0.04,10.23,0.0,0.0
-0.01,0.14,10.23,0.0,0.0
-0.02,0.19,10.23,0.0,0.0
-0.01,0.11,10.23,0.0,0.0
-0.0,0.04,10.23,0.0,0.0
-0.0,0.03,10.23,0.0,0.0
-0.01,0.09,10.23,0.0,0.0
-0.01,0.08,10.23,0.0,0.0
0.0,-0.05,10.23,0.0,0.0
-0.0,0.02,10.23,0.0,0.0
0.0,-0.04,10.23,0.0,0.0
-0.0,0.02,10.23,0.0,0.0
-0.01,0.14,10.23,0.0,0.0
-0.01,0.12,10.23,0.0,0.0
0.01,-0.07,10.23,0.0,0.0
0.01,-0.12,10.23,0.0,0.0
-0.01,0.07,10.23,0.0,0.0
0.01,-0.06,10.23,0.0,0.0
0.0,-0.05,10.22,0.0,0.0
0.0,-0.05,10.23,0.0,0.0
-0.0,0.02,10.23,0.0,0.0
0.0,-0.04,10.23,0.0,0.0
0.0,-0.04,10.23,0.0,0.0
0.0,-0.04,10.23,0.0,0.0
0.01,-0.09,10.23,0.0,0.0
0.0,-0.02,10.23,0.0,0.0
0.01,-0.14,10.23,0.0,0.0
0.01,-0.07,10.23,0.0,0.0
-0.0,0.0,10.23,0.0,0.0
0.01,-0.12,10.23,0.0,0.0
0.02,-0.17,10.23,0.0,0.0
0.02,-0.21,10.22,0.0,0.0
0.03,-0.31,10.23,0.0,0.0
0.03,-0.28,10.23,0.0,0.0
0.02,-0.19,10.23,0.0,0.0
0.02,-0.17,10.23,0.0,0.0
0.02,-0.15,10.23,0.0,0.0
0.03,-0.26,10.23,0.0,0.0
0.03,-0.29,10.23,0.0,0.0
0.03,-0.26,10.23,0.0,0.0
0.02,-0.18,10.23,0.0,0.0
0.01,-0.1,10.23,0.0,0.0
0.01,-0.09,10.23,0.0,0.0
0.0,-0.02,10.23,0.0,0.0
0.01,-0.14,10.23,0.0,0.0
0.01,-0.06,10.23,0.0,0.0
-0.0,0.0,10.23,0.0,0.0
-0.0,0.0,10.23,0.0,0.0
0.02,-0.24,10.23,0.0,0.0
0.02,-0.21,10.23,0.0,0.0
0.02,-0.25,10.23,0.0,0.0
0.03,-0.35,10.23,0.0,0.0
0.05,-0.49,10.22,0.0,0.0
0.05,-0.5,10.23,0.0,0.0
0.06,-0.57,10.23,0.0,0.0
0.04,-0.45,10.23,0.0,0.0
0.05,-0.53,10.23,0.0,0.0
0.05,-0.48,10.23,0.0,0.0
0.05,-0.49,10.23,0.0,0.0
0.03,-0.32,10.23,0.0,0.0
0.03,-0.29,10.23,0.0,0.0
0.03,-0.32,10.23,0.0,0.0
0.03,-0.35,10.23,0.0,0.0
0.03,-0.31,10.23,0.0,0.0
0.02,-0.22,10.23,0.0,0.0
0.02,-0.2,10.23,0.0,0.0
0.01,-0.06,10.23,0.0,0.0
0.01,-0.11,10.23,0.0,0.0
0.02,-0.16,10.23,0.0,0.0
0.02,-0.21,10.23,0.0,0.0
0.01,-0.07,10.23,0.0,0.0
-0.0,0.0,10.23,0.0,0.0
-0.0,0.0,10.23,0.0,0.0
0.01,-0.12,10.23,0.0,0.0
0.0,-0.05,10.23,0.0,0.0
0.03,-0.28,10.23,0.0,0.0
0.03,-0.31,10.23,0.0,0.0
0.02,-0.22,10.23,0.0,0.0
0.01,-0.14,10.23,0.0,0.0
0.01,-0.07,10.23,0.0,0.0
0.01,-0.06,10.22,0.0,0.0
-0.01,0.07,10.23,0.0,0.0
-0.02,0.24,10.23,0.0,0.0
-0.04,0.4,10.23,0.0,0.0
-0.03,0.3,10.23,0.0,0.0
-0.03,0.27,10.23,0.0,0.0
-0.02,0.24,10.23,0.0,0.0
-0.0,0.04,10.23,0.0,0.0
0.0,-0.03,10.23,0.0,0.0
0.01,-0.14,10.22,0.0,0.0
0.02,-0.25,10.22,0.0,0.0
0.02,-0.16,10.23,0.0,0.0
0.03,-0.27,10.23,0.0,0.0
0.02,-0.18,10.23,0.0,0.0
0.01,-0.1,10.23,0.0,0.0
0.0,-0.03,10.22,0.0,0.0
-0.01,0.15,10.22,0.0,0.0
0.0,-0.04,10.23,0.0,0.0
0.0,-0.04,10.23,0.0,0.0
0.02,-0.16,10.23,0.0,0.0
0.01,-0.14,10.23,0.0,0.0
0.04,-0.37,10.23,0.0,0.0
0.04,-0.39,10.23,0.0,0.0
0.04,-0.41,10.23,0.0,0.0
0.03,-0.31,10.23,0.0,0.0
0.03,-0.34,10.23,0.0,0.0
0.04,-0.36,10.23,0.0,0.0
0.04,-0.39,10.23,0.0,0.0
0.04,-0.41,10.23,0.0,0.0
0.05,-0.55,10.23,0.0,0.0
0.05,-0.49,10.23,0.0,0.0
0.05,-0.5,10.23,0.0,0.0
0.05,-0.51,10.23,0.0,0.0
0.06,-0.58,10.23,0.0,0.0
0.05,-0.52,10.22,0.0,0.0
0.05,-0.53,10.23,0.0,0.0
0.06,-0.6,10.23,0.0,0.0
0.06,-0.66,10.23,0.0,0.0
0.06,-0.59,10.23,0.0,0.0
0.04,-0.41,10.23,0.0,0.0
0.05,-0.49,10.23,0.0,0.0
0.05,-0.5,10.23,0.0,0.0
0.04,-0.39,10.23,0.0,0.0
0.03,-0.35,10.23,0.0,0.0
0.05,-0.5,10.23,0.0,0.0
0.06,-0.57,10.22,0.0,0.0
0.05,-0.51,10.23,0.0,0.0
0.06,-0.58,10.23,0.0,0.0
0.06,-0.58,10.23,0.0,0.0
0.05,-0.52,10.23,0.0,0.0
0.05,-0.53,10.23,0.0,0.0
0.06,-0.6,10.23,0.0,0.0
0.05,-0.54,10.23,0.0,0.0
0.06,-0.6,10.23,0.0,0.0
0.05,-0.48,10.23,0.0,0.0
0.04,-0.43,10.23,0.0,0.0
0.04,-0.45,10.23,0.0,0.0
0.05,-0.53,10.23,0.0,0.0
0.05,-0.47,10.23,0.0,0.0
0.04,-0.43,10.23,0.0,0.0
0.06,-0.56,10.23,0.0,0.0
0.06,-0.63,10.23,0.0,0.0
0.06,-0.56,10.23,0.0,0.0
0.04,-0.45,10.23,0.0,0.0
0.04,-0.4,10.23,0.0,0.0
0.04,-0.42,10.23,0.0,0.0
0.04,-0.38,10.23,0.0,0.0
0.03,-0.34,10.23,0.0,0.0
0.04,-0.37,10.23,0.0,0.0
0.03,-0.27,10.23,0.0,0.0
0.03,-0.3,10.23,0.0,0.0
0.04,-0.45,10.23,0.0,0.0
0.04,-0.41,10.23,0.0,0.0
0.04,-0.43,10.23,0.0,0.0
0.06,-0.56,10.23,0.0,0.0
0.06,-0.57,10.23,0.0,0.0
0.06,-0.57,10.23,0.0,0.0
0.05,-0.51,10.23,0.0,0.0
0.05,-0.46,10.23,0.0,0.0
0.05,-0.48,10.23,0.0,0.0
0.05,-0.49,10.23,0.0,0.0
0.05,-0.5,10.23,0.0,0.0
0.03,-0.33,10.23,0.0,0.0
0.02,-0.24,10.23,0.0,0.0
0.03,-0.33,10.23,0.0,0.0
0.02,-0.18,10.23,0.0,0.0
0.02,-0.22,10.23,0.0,0.0
0.02,-0.2,10.23,0.0,0.0
0.03,-0.3,10.23,0.0,0.0
0.03,-0.27,10.23,0.0,0.0
0.03,-0.3,10.22,0.0,0.0
0.02,-0.21,10.23,0.0,0.0
0.01,-0.13,10.22,0.0,0.0
0.01,-0.06,10.23,0.0,0.0
0.01,-0.05,10.22,0.0,0.0
0.02,-0.17,10.23,0.0,0.0
0.03,-0.27,10.23,0.0,0.0
0.0,-0.0,10.23,0.0,0.0
0.01,-0.06,10.23,0.0,0.0
-0.01,0.06,10.23,0.0,0.0
0.01,-0.06,10.23,0.0,0.0
0.01,-0.06,10.23,0.0,0.0
0.01,-0.11,10.23,0.0,0.0
0.02,-0.16,10.23,0.0,0.0
0.03,-0.26,10.23,0.0,0.0
0.03,-0.3,10.23,0.0,0.0
0.03,-0.27,10.23,0.0,0.0
0.03,-0.3,10.23,0.0,0.0
0.03,-0.33,10.23,0.0,0.0
0.04,-0.42,10.23,0.0,0.0
0.04,-0.44,10.23,0.0,0.0
0.03,-0.33,10.23,0.0,0.0
0.04,-0.36,10.23,0.0,0.0
0.05,-0.5,10.23,0.0,0.0
0.04,-0.45,10.23,0.0,0.0
0.04,-0.41,10.23,0.0,0.0
0.04,-0.43,10.23,0.0,0.0
0.04,-0.38,10.23,0.0,0.0
0.03,-0.29,10.23,0.0,0.0
0.03,-0.32,10.23,0.0,0.0
0.03,-0.28,10.23,0.0,0.0
0.03,-0.26,10.22,0.0,0.0
0.01,-0.11,10.23,0.0,0.0
0.02,-0.16,10.23,0.0,0.0
0.01,-0.08,10.23,0.0,0.0
-0.0,0.04,10.23,0.0,0.0
0.0,-0.02,10.23,0.0,0.0
0.0,-0.02,10.23,0.0,0.0
-0.0,0.04,10.23,0.0,0.0
0.01,-0.08,10.23,0.0,0.0
-0.01,0.11,10.23,0.0,0.0
-0.0,0.04,10.23,0.0,0.0
-0.02,0.21,10.23,0.0,0.0
-0.01,0.13,10.23,0.0,0.0
-0.02,0.18,10.23,0.0,0.0
-0.01,0.1,10.23,0.0,0.0
-0.01,0.09,10.23,0.0,0.0
-0.01,0.08,10.23,0.0,0.0
0.01,-0.11,10.23,0.0,0.0
0.02,-0.16,10.23,0.0,0.0
0.01,-0.14,10.23,0.0,0.0
0.01,-0.07,10.23,0.0,0.0
0.01,-0.12,10.23,0.0,0.0
0.01,-0.11,10.23,0.0,0.0
0.0,-0.04,10.23,0.0,0.0
0.02,-0.21,10.23,0.0,0.0
0.03,-0.31,10.22,0.0,0.0
0.02,-0.22,10.22,0.0,0.0
0.01,-0.14,10.23,0.0,0.0
0.01,-0.12,10.22,0.0,0.0
0.02,-0.17,10.22,0.0,0.0
0.03,-0.27,10.23,0.0,0.0
0.03,-0.31,10.22,0.0,0.0
0.04,-0.4,10.23,0.0,0.0
0.04,-0.42,10.23,0.0,0.0
0.04,-0.43,10.23,0.0,0.0
0.03,-0.33,10.23,0.0,0.0
0.02,-0.24,10.22,0.0,0.0
0.03,-0.33,10.22,0.0,0.0
0.02,-0.24,10.23,0.0,0.0
0.03,-0.34,10.23,0.0,0.0
0.04,-0.36,10.23,0.0,0.0
0.04,-0.45,10.23,0.0,0.0
0.03,-0.34,10.23,0.0,0.0
0.03,-0.31,10.22,0.0,0.0
0.03,-0.28,10.23,0.0,0.0
0.03,-0.31,10.23,0.0,0.0
0.06,-0.58,10.23,0.0,0.0
0.04,-0.46,10.23,0.0,0.0
0.04,-0.41,10.23,0.0,0.0
0.02,-0.25,10.23,0.0,0.0
0.02,-0.23,10.23,0.0,0.0
0.03,-0.32,10.23,0.0,0.0
0.04,-0.41,10.23,0.0,0.0
0.04,-0.43,10.23,0.0,0.0
0.04,-0.45,10.23,0.0,0.0
0.04,-0.4,10.23,0.0,0.0
0.04,-0.42,10.23,0.0,0.0
0.05,-0.5,10.23,0.0,0.0
0.06,-0.63,10.23,0.0,0.0
0.07,-0.69,10.23,0.0,0.0
0.07,-0.74,10.23,0.0,0.0
0.09,-0.9,10.23,0.0,0.0
0.07,-0.75,10.23,0.0,0.0
0.56,-5.7,10.23,0.0,0.0
0.8,-8.17,10.22,0.0,0.0
1.82,-18.61,10.23,0.0,0.0
5.54,-56.68,10.23,0.0,0.0
7.63,-78.03,10.23,0.0,0.0
10.28,-105.13,10.23,0.0,0.0
12.85,-131.47,10.23,0.0,0.0
14.67,-150.08,10.23,0.0,0.0
15.43,-157.88,10.23,0.0,0.0
15.08,-154.24,10.23,0.0,0.0
14.75,-150.84,10.23,0.0,0.0
13.52,-138.19,10.22,0.0,0.0
12.99,-132.86,10.23,0.0,0.0
12.31,-125.91,10.23,0.0,0.0
12.07,-123.49,10.23,0.0,0.0
12.0,-122.8,10.23,0.0,0.0
11.68,-119.44,10.23,0.0,0.0
11.19,-114.49,10.23,0.0,0.0
10.69,-109.37,10.23,0.0,0.0
9.59,-98.13,10.23,0.0,0.0
7.37,-75.45,10.23,0.0,0.0
2.12,-21.69,10.23,0.0,0.0
-7.11,72.7,10.23,0.0,0.0
-6.7,68.56,10.23,0.0,0.0
-6.04,61.76,10.23,0.0,0.0
-5.43,55.53,10.23,0.0,0.0
-4.86,49.67,10.23,0.0,0.0
-4.03,41.19,10.23,0.0,0.0
0.66,-6.8,10.23,0.0,0.0
7.34,-75.14,10.23,0.0,0.0
10.42,-106.6,10.23,0.0,0.0
6.85,-70.08,10.23,0.0,0.0
1.79,-18.34,10.23,0.0,0.0
-4.56,46.69,10.23,0.0,0.0
-4.46,45.67,10.23,0.0,0.0
-3.83,39.19,10.23,0.0,0.0
-1.7,17.44,10.23,0.0,0.0
0.67,-6.87,10.23,0.0,0.0
2.19,-22.36,10.23,0.0,0.0
1.58,-16.19,10.23,0.0,0.0
2.12,-21.7,10.23,0.0,0.0
2.33,-23.85,10.23,0.0,0.0
2.45,-25.07,10.23,0.0,0.0
1.4,-14.33,10.23,0.0,0.0
-1.7,17.38,10.23,0.0,0.0
-1.77,18.09,10.22,0.0,0.0
-0.45,4.57,10.23,0.0,0.0
0.97,-9.96,10.23,0.0,0.0
3.23,-33.04,10.23,0.0,0.0
2.58,-26.42,10.23,0.0,0.0
-1.36,13.92,10.23,0.0,0.0
-1.1,11.21,10.23,0.0,0.0
0.1,-1.04,10.23,0.0,0.0
0.1,-1.0,10.23,0.0,0.0
-0.85,8.67,10.23,0.0,0.0
-1.05,10.73,10.23,0.0,0.0
-1.13,11.57,10.23,0.0,0.0
-1.21,12.39,10.23,0.0,0.0
-1.27,12.95,10.23,0.0,0.0
-1.3,13.34,10.23,0.0,0.0
-1.2,12.25,10.23,0.0,0.0
-1.2,12.28,10.23,0.0,0.0
-1.08,11.05,10.23,0.0,0.0
-0.96,9.82,10.22,0.0,0.0
-0.86,8.85,10.23,0.0,0.0
-0.78,7.96,10.23,0.0,0.0
-0.71,7.29,10.23,0.0,0.0
-0.64,6.49,10.22,0.0,0.0
-0.56,5.73,10.23,0.0,0.0
-0.51,5.21,10.23,0.0,0.0
-0.46,4.69,10.23,0.0,0.0
-0.43,4.4,10.23,0.0,0.0
-0.39,4.02,10.23,0.0,0.0
-0.35,3.56,10.23,0.0,0.0
-0.3,3.09,10.23,0.0,0.0
-0.27,2.78,10.23,0.0,0.0
-0.24,2.44,10.23,0.0,0.0
-0.22,2.25,10.23,0.0,0.0
-0.19,1.97,10.23,0.0,0.0
-0.17,1.71,10.23,0.0,0.0
-0.13,1.3,10.23,0.0,0.0
-0.1,1.05,10.23,0.0,0.0
-0.09,0.95,10.23,0.0,0.0
-0.06,0.61,10.23,0.0,0.0
-0.05,0.49,10.23,0.0,0.0
-0.03,0.26,10.23,0.0,0.0
-0.03,0.3,10.23,0.0,0.0
-0.11,1.17,10.22,0.0,0.0
-0.1,1.05,10.23,0.0,0.0
-0.1,1.01,10.23,0.0,0.0
-0.09,0.91,10.23,0.0,0.0
-0.07,0.76,10.23,0.0,0.0
-0.06,0.62,10.23,0.0,0.0
-0.06,0.62,10.23,0.0,0.0
-0.07,0.68,10.23,0.0,0.0
-0.06,0.61,10.23,0.0,0.0
-0.05,0.55,10.23,0.0,0.0
-0.02,0.25,10.23,0.0,0.0
-0.02,0.17,10.23,0.0,0.0
-0.0,0.03,10.23,0.0,0.0
0.0,-0.03,10.23,0.0,0.0
0.01,-0.15,10.23,0.0,0.0
0.01,-0.13,10.23,0.0,0.0
0.01,-0.12,10.22,0.0,0.0
0.02,-0.17,10.23,0.0,0.0
0.01,-0.15,10.23,0.0,0.0
0.02,-0.2,10.23,0.0,0.0
0.02,-0.24,10.23,0.0,0.0
0.03,-0.33,10.23,0.0,0.0
0.02,-0.24,10.23,0.0,0.0
0.03,-0.33,10.23,0.0,0.0
0.02,-0.18,10.22,0.0,0.0
0.03,-0.28,10.23,0.0,0.0
0.03,-0.31,10.23,0.0,0.0
0.03,-0.34,10.23,0.0,0.0
0.03,-0.31,10.23,0.0,0.0
0.03,-0.28,10.23,0.0,0.0
0.03,-0.31,10.23,0.0,0.0
0.03,-0.28,10.23,0.0,0.0
0.02,-0.19,10.23,0.0,0.0
0.02,-0.17,10.23,0.0,0.0
0.02,-0.21,10.23,0.0,0.0
0.0,-0.01,10.23,0.0,0.0
0.01,-0.13,10.23,0.0,0.0
0.02,-0.24,10.23,0.0,0.0
0.04,-0.45,10.23,0.0,0.0
0.09,-0.95,10.23,0.0,0.0
0.18,-1.87,10.23,0.0,0.0
0.22,-2.28,10.23,0.0,0.0
0.18,-1.87,10.23,0.0,0.0
0.32,-3.24,10.23,0.0,0.0
0.33,-3.34,10.23,0.0,0.0
0.5,-5.15,10.22,0.0,0.0
1.3,-13.26,10.23,0.0,0.0
2.65,-27.13,10.23,0.0,0.0
4.48,-45.86,10.23,0.0,0.0
4.42,-45.24,10.23,0.0,0.0
3.38,-34.63,10.23,0.0,0.0
0.74,-7.54,10.23,0.0,0.0
0.52,-5.35,10.23,0.0,0.0
0.24,-2.48,10.23,0.0,0.0
0.24,-2.47,10.23,0.0,0.0
0.38,-3.9,10.23,0.0,0.0
1.19,-12.19,10.23,0.0,0.0
2.38,-24.32,10.23,0.0,0.0
2.01,-20.58,10.23,0.0,0.0
0.04,-0.39,10.22,0.0,0.0
-0.35,3.6,10.23,0.0,0.0
0.55,-5.62,10.23,0.0,0.0
2.64,-27.03,10.23,0.0,0.0
3.41,-34.88,10.23,0.0,0.0
1.49,-15.24,10.23,0.0,0.0
-0.11,1.12,10.23,0.0,0.0
-0.38,3.88,10.23,0.0,0.0
-0.44,4.51,10.23,0.0,0.0
-0.5,5.14,10.23,0.0,0.0
-0.24,2.46,10.23,0.0,0.0
-0.28,2.82,10.23,0.0,0.0
-0.35,3.56,10.23,0.0,0.0
-0.31,3.14,10.23,0.0,0.0
-0.27,2.76,10.22,0.0,0.0
-0.25,2.55,10.23,0.0,0.0
-0.22,2.3,10.23,0.0,0.0
-0.2,2.07,10.23,0.0,0.0
-0.19,1.98,10.23,0.0,0.0
-0.17,1.72,10.23,0.0,0.0
-0.16,1.61,10.23,0.0,0.0
